time,tasmax_day_HadGEM2-ES_rcp45,tasmin_day_HadGEM2-ES_rcp45,relhumid-max_day_HadGEM2-ES_rcp45,relhumid-min_day_HadGEM2-ES_rcp45
2006-10-28 00:00:00+00:00,288.6052856,277.5211792,27.47613525,12.11197662
2006-10-29 00:00:00+00:00,289.3697205,276.2553101,40.65372467,16.19129944
2006-10-30 00:00:00+00:00,291.8262329,278.0066223,40.65115356,16.27447319
2006-10-31 00:00:00+00:00,292.5235901,280.1558533,58.63259888,23.62520218
2006-11-01 00:00:00+00:00,295.1414185,280.9411316,73.84933472,24.03892326
2006-11-02 00:00:00+00:00,298.4122009,281.8826904,59.31540298,16.47738838
2006-11-03 00:00:00+00:00,298.9471741,280.5264587,37.41491699,10.00492191
2006-11-04 00:00:00+00:00,297.1555786,281.380188,37.03911972,11.0066328
2006-11-05 00:00:00+00:00,295.7799683,282.1677856,49.81393433,20.70402527
2006-11-06 00:00:00+00:00,295.4408875,281.2136536,62.18288422,22.57861519
2006-11-07 00:00:00+00:00,296.5129395,280.7636108,59.91779327,21.59580421
2006-11-08 00:00:00+00:00,297.0136719,281.7937622,57.81016922,20.1668129
2006-11-09 00:00:00+00:00,299.1835632,280.880188,58.90071487,17.25881577
2006-11-10 00:00:00+00:00,298.5745239,281.2472534,48.48249817,15.48280811
2006-11-11 00:00:00+00:00,297.3738098,283.1201172,46.63520813,17.9706974
2006-11-12 00:00:00+00:00,297.432373,282.1961365,52.58861542,17.95450211
2006-11-13 00:00:00+00:00,298.4505005,280.9536133,39.77910995,13.64960003
2006-11-14 00:00:00+00:00,297.000061,279.1004639,46.85295486,16.22856522
2006-11-15 00:00:00+00:00,296.5212708,282.350708,47.9355545,19.26996994
2006-11-16 00:00:00+00:00,298.5254822,280.2044678,50.02640152,15.03184605
2006-11-17 00:00:00+00:00,300.1893921,281.5024719,35.26508331,9.560304642
2006-11-18 00:00:00+00:00,299.4379578,280.872467,39.29521561,11.33268452
2006-11-19 00:00:00+00:00,298.6572876,280.3426208,47.69861984,14.60357189
2006-11-20 00:00:00+00:00,297.8842773,278.3052368,48.01707458,14.73416424
2006-11-21 00:00:00+00:00,297.7573547,277.7628174,53.10826492,14.18207169
2006-11-22 00:00:00+00:00,298.533905,279.5620728,53.58884811,15.10746574
2006-11-23 00:00:00+00:00,299.3566589,280.6474609,51.18782043,15.15292358
